name,address,latitude,longitude,date,start_time,end_time,hours,rating,website,types,price,featured,sold_out
"Razzmatazz","Carrer dels Almogàvers, 122, Sant Martí, 08018 Barcelona, Spain","41.3977323","2.1911108","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:30 – 5:00 AM | Friday: 12:30 – 5:00 AM | Saturday: 1:00 – 6:00 AM | Sunday: 1:00 – 6:00 AM","4.2","http://www.salarazzmatazz.com/","establishment, night_club, point_of_interest","","false","false"
"Wolf Barcelona","Carrer dels Almogàvers, 88, Sant Martí, 08018 Barcelona, Spain","41.395899","2.1885976","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 12:00 – 5:00 AM | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: 12:00 – 6:00 AM","4.5","http://wolfbarcelona.com/","establishment, night_club, point_of_interest","","false","false"
"Sala Upload Barcelona","Av. de Francesc Ferrer i Guàrdia, 13, Sants-Montjuïc, 08038 Barcelona, Spain","41.3684458","2.146895","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 1:00 – 5:00 PM | Saturday: 1:00 – 5:00 PM | Sunday: Closed","4.4","http://www.sala-upload.com/","establishment, night_club, point_of_interest","","false","false"
"El Teatre més Petit del Món","Carrer de l'Encarnació, 25, Gràcia, 08012 Barcelona, Spain","41.4058787","2.1589657","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 8:30 – 10:30 PM | Friday: Closed | Saturday: 8:30 – 10:30 PM | Sunday: Closed","4.8","https://elteatremespetitdelmon.com/","establishment, point_of_interest","","false","false"
"Razzmatazz 2","Carrer de Pamplona, 88, Sant Martí, 08018 Barcelona, Spain","41.3972434","2.1912593","","","","Monday: 9:00 AM – 5:30 PM | Tuesday: 9:00 AM – 5:30 PM | Wednesday: 9:00 AM – 5:30 PM | Thursday: 9:00 AM – 5:30 PM | Friday: 9:00 AM – 3:00 PM | Saturday: Closed | Sunday: Closed","4.4","https://www.salarazzmatazz.com/","establishment, point_of_interest","","false","false"
"Sala Apolo","Carrer Nou de la Rambla, 113, Sants-Montjuïc, 08004 Barcelona, Spain","41.3744026","2.1695739","","","","Monday: Closed | Tuesday: 12:00 – 5:00 AM | Wednesday: 12:00 – 5:00 AM | Thursday: 12:00 – 5:00 AM | Friday: 12:00 – 5:00 AM | Saturday: 12:00 – 5:00 AM | Sunday: 5:00 PM – 5:00 AM","4.2","https://www.sala-apolo.com/es/?utm_source=Google+Maps&utm_medium=Google+Maps&utm_campaign=Ficha+Maps","establishment, night_club, point_of_interest","","false","false"
"Palau Sant Jordi","Passeig Olímpic, 5-7, Sants-Montjuïc, 08038 Barcelona, Spain","41.3639595","2.1520405","","","","Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM","4.5","https://palausantjordi.barcelona/","establishment, point_of_interest, tourist_attraction","","false","false"
"Jamboree","Pl. Reial, 17, Ciutat Vella, 08002 Barcelona, Spain","41.3796814","2.1752178","","","","Monday: 4:00 PM – 5:00 AM | Tuesday: 4:00 PM – 5:00 AM | Wednesday: 4:00 PM – 5:00 AM | Thursday: 4:00 PM – 5:00 AM | Friday: 4:00 PM – 5:00 AM | Saturday: 4:00 PM – 6:00 AM | Sunday: 4:00 PM – 5:00 AM","4.2","http://www.jamboreejazz.com/","bar, establishment, night_club, point_of_interest","","false","false"
"Salamandra","Av. del Carrilet, 235, 08907 L'Hospitalet de Llobregat, Barcelona, Spain","41.3601493","2.1093739","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: Closed | Friday: 12:00 – 6:00 AM | Saturday: 12:00 – 6:00 AM | Sunday: Closed","4.2","http://www.salamandra.cat/","establishment, point_of_interest","","false","false"
"Freedonia","Carrer de la Lleialtat, 6, Ciutat Vella, 08001 Barcelona, Spain","41.3773048","2.166997","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 8:30 PM – 2:00 AM | Friday: 8:30 PM – 3:00 AM | Saturday: 8:30 PM – 3:00 AM | Sunday: Closed","4.4","http://www.freedonia.eu/","establishment, point_of_interest","","false","false"
"Eventos en barcelona","Carrer del dos de Maig, Sant Martí, 08013 Barcelona, Spain","41.4065602","2.1828531","","","","Monday: 9:00 AM – 9:00 PM | Tuesday: 9:00 AM – 9:00 PM | Wednesday: 9:00 AM – 9:00 PM | Thursday: 9:00 AM – 9:00 PM | Friday: 9:00 AM – 9:00 PM | Saturday: 9:00 AM – 9:00 PM | Sunday: 9:00 AM – 9:00 PM","4.3","https://eventosenbarcelona.com/","establishment, point_of_interest","","false","false"
"Lluís Companys Olympic Stadium","Passeig Olímpic, Sants-Montjuïc, 08038 Barcelona, Spain","41.3647603","2.1556418","","","","Monday: 8:00 AM – 8:00 PM | Tuesday: 8:00 AM – 8:00 PM | Wednesday: 8:00 AM – 8:00 PM | Thursday: 8:00 AM – 8:00 PM | Friday: 8:00 AM – 8:00 PM | Saturday: 8:00 AM – 8:00 PM | Sunday: 8:00 AM – 8:00 PM","4.4","https://estadiolimpic.barcelona/es","establishment, point_of_interest, stadium, tourist_attraction","","false","false"
"Sala River","Carrer Santa Anna, 14, 08901 L'Hospitalet de Llobregat, Barcelona, Spain","41.358795","2.1014266","","","","Monday: Closed | Tuesday: Closed | Wednesday: Closed | Thursday: 8:00 PM – 1:00 AM | Friday: 11:00 PM – 3:00 AM | Saturday: 7:30 PM – 3:00 AM | Sunday: Closed","4.6","https://www.instagram.com/salariverlh?igsh=MWM5b2hrcnBiZnZmZw%3D%3D&utm_source=qr","bar, establishment, point_of_interest","","false","false"
"Recinte Firal La Farga","Carrer de Barcelona, 26, 08901 L'Hospitalet de Llobregat, Barcelona, Spain","41.3617261","2.1044907","","","","","4.1","https://www.lafargalhospitalet.com/","establishment, point_of_interest","","false","false"
"Festa Major de Gràcia - Carrer Puigmartí","Carrer de Puigmartí, 25, Gràcia, 08012 Barcelona, Spain","41.4025202","2.1602548","","","","","4.7","https://www.puigmarti.cat/","establishment, point_of_interest","","false","false"
"Festa Major de Gràcia","Carrer de Joan Blanques, 1, Gràcia, 08012 Barcelona, Spain","41.4039512","2.1616595","","","","","4.7","","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia","Carrer de la Llibertat, Gràcia, 08012 Barcelona, Spain","41.4000446","2.1616889","","","","","4.4","","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia - Carrer de Mozart","Carrer de Mozart, 27, Gràcia, 08012 Barcelona, Spain","41.399581","2.15798","","","","","4.9","","establishment, point_of_interest","","false","false"
"Festa Major de Gràcia - Carrer de la Providència","Carrer de la Providència, Gràcia, 08024 Barcelona, Spain","41.4080682","2.1592871","","","","","4","","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia - Carrer Verdi","Carrer de Verdi, 66-84, Gràcia, 08012 Barcelona, Spain","41.405425","2.1551576","","","","","4.7","https://ajuntament.barcelona.cat/gracia/es/noticia/programa-de-la-fiesta-mayor-de-gracia-2024_1426015","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia. Carrer de Tordera.","Carrer de Tordera, 23, Gràcia, 08012 Barcelona, Spain","41.40137840000001","2.1611572","","","","","4.7","","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia. Carrer Progrés.","Carrer del Progrés, 19, Gràcia, 08012 Barcelona, Spain","41.4001359","2.1602155","","","","","5","","establishment, point_of_interest, tourist_attraction","","false","false"
"Fiesta Mayor de Gracia - Calle de la Perla","Carrer de la Perla, Gràcia, 08012 Barcelona, Spain","41.4035182","2.1572654","","","","","4.8","https://ajuntament.barcelona.cat/gracia/ca/el-districte-i-els-seus-barris/la-vila-de-gracia/festa-major","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia. Carrer Sant Pere Màrtir.","Carrer de Sant Pere Màrtir, 26, Gràcia, 08012 Barcelona, Spain","41.399356","2.1574597","","","","","4.7","","establishment, point_of_interest, tourist_attraction","","false","false"
"Festa Major de Gràcia. Carrer de Jesús.","Carrer de Jesús, 9, Gràcia, 08012 Barcelona, Spain","41.3989172","2.1574726","","","","","4.3","","establishment, point_of_interest, tourist_attraction","","false","false"
"FUNDACIÓ FESTA MAJOR DE GRÀCIA","Carrer de l'Alzina, 9, Gràcia, 08024 Barcelona, Spain","41.4061144","2.1566277","","","","","4","https://festamajordegracia.cat/","establishment, point_of_interest","","false","false"
